booking_id,ticket_id,user_id,num_tickets,price,payment_method,booking_time,ip_address,is_refunded,is_flagged_suspicious
booking_00000,TKT411657,user_039,2,1000,credit_card,2024-06-12 00:00:00,89.198.142.4,False,False
booking_00001,TKT435335,user_026,1,500,debit_card,2024-08-23 00:00:00,32.57.206.79,False,False
booking_00002,TKT955486,user_000,2,1000,credit_card,2024-01-05 00:00:00,51.52.249.50,False,False
booking_00003,TKT467841,user_046,4,2000,debit_card,2023-05-05 00:00:00,172.66.239.22,False,False
booking_00004,TKT077115,user_003,3,1500,debit_card,2023-09-29 00:00:00,178.184.255.55,False,False
booking_00005,TKT505993,user_028,2,1000,credit_card,2024-11-18 00:00:00,117.40.232.18,False,False
booking_00006,TKT719143,user_043,1,500,paypal,2023-11-11 00:00:00,62.55.169.162,False,False
booking_00007,TKT442949,user_043,1,500,debit_card,2023-01-13 00:00:00,62.55.169.162,False,False
booking_00008,TKT687438,user_034,3,1500,debit_card,2023-03-09 00:00:00,233.237.31.92,False,False
booking_00009,TKT084862,user_030,3,1500,credit_card,2023-09-20 00:00:00,195.136.248.183,False,False
booking_00010,TKT449899,user_045,11,5500,paypal,2023-04-23 00:00:00,125.220.70.251,False,True
booking_00011,TKT399186,user_021,1,500,paypal,2023-12-04 00:00:00,1.14.253.133,False,False
booking_00012,TKT567085,user_036,5,2500,debit_card,2025-02-09 00:00:00,215.209.194.215,False,True
booking_00013,TKT824694,user_048,2,1000,credit_card,2025-01-21 00:00:00,49.93.64.62,False,False
booking_00014,TKT917498,user_008,2,1000,debit_card,2024-07-19 00:00:00,123.73.119.244,False,False
booking_00015,TKT817082,user_004,1,500,paypal,2023-07-18 00:00:00,250.73.65.172,False,False
booking_00016,TKT061959,user_018,3,1500,paypal,2024-06-28 00:00:00,14.185.228.78,False,False
booking_00017,TKT153748,user_032,2,1000,debit_card,2023-01-28 00:00:00,241.35.30.76,False,False
booking_00018,TKT963127,user_001,3,1500,credit_card,2025-04-03 00:00:00,195.169.150.165,False,False
booking_00019,TKT985609,user_024,13,6500,paypal,2023-05-29 01:58:00,156.123.89.51,False,True
booking_00020,TKT919449,user_038,1,500,paypal,2023-04-29 00:00:00,196.114.31.4,False,False
booking_00021,TKT345502,user_045,4,2000,paypal,2024-05-20 00:00:00,125.220.70.251,False,False
booking_00022,TKT662356,user_042,2,1000,credit_card,2025-03-17 00:00:00,245.74.5.89,False,False
booking_00023,TKT356344,user_029,1,500,paypal,2023-03-03 00:00:00,36.64.24.67,False,False
booking_00024,TKT628497,user_002,1,500,paypal,2023-07-16 00:00:00,173.64.67.22,False,False
booking_00025,TKT055833,user_031,3,1500,credit_card,2025-04-11 00:00:00,65.32.161.74,False,False
booking_00026,TKT177064,user_035,2,1000,credit_card,2023-07-08 00:00:00,85.186.40.25,False,False
booking_00027,TKT277891,user_040,4,2000,debit_card,2024-01-16 00:00:00,70.225.160.32,False,False
booking_00028,TKT185575,user_007,4,2000,paypal,2025-04-08 00:00:00,49.185.51.184,False,False
booking_00029,TKT006217,user_025,1,500,credit_card,2024-02-12 00:00:00,195.53.8.251,False,False
booking_00030,TKT130097,user_011,2,1000,paypal,2023-06-04 00:00:00,251.22.72.154,False,False
booking_00031,TKT812473,user_018,4,2000,paypal,2023-08-08 00:00:00,14.185.228.78,False,False
booking_00032,TKT879371,user_047,3,1500,credit_card,2023-09-03 00:00:00,45.205.89.166,False,False
booking_00033,TKT431126,user_041,4,2000,paypal,2023-06-18 00:00:00,42.20.50.190,False,False
booking_00034,TKT795593,user_023,2,1000,debit_card,2024-12-16 00:00:00,29.103.118.124,False,False
booking_00035,TKT193215,user_031,3,1500,credit_card,2025-02-19 00:00:00,65.32.161.74,False,False
booking_00036,TKT271177,user_008,1,500,debit_card,2024-12-21 00:00:00,123.73.119.244,False,False
booking_00037,TKT232219,user_019,1,500,debit_card,2025-02-01 00:00:00,73.15.82.180,False,False
booking_00038,TKT310459,user_025,2,1000,credit_card,2023-03-16 00:00:00,106.48.179.4,False,False
booking_00039,TKT164586,user_007,2,1000,paypal,2024-07-01 00:00:00,49.185.51.184,False,False
booking_00040,TKT947977,user_009,2,1000,debit_card,2023-03-29 00:00:00,95.88.142.215,False,False
booking_00041,TKT824635,user_043,3,1500,debit_card,2023-05-20 00:00:00,88.242.148.38,False,False
booking_00042,TKT607652,user_006,1,500,credit_card,2023-02-12 00:00:00,120.226.181.99,False,False
booking_00043,TKT140738,user_040,1,500,debit_card,2023-09-15 00:00:00,70.225.160.32,False,False
booking_00044,TKT976044,user_033,2,1000,credit_card,2023-01-17 00:00:00,133.255.59.117,False,False
booking_00045,TKT918981,user_047,1,500,credit_card,2023-08-27 00:00:00,45.205.89.166,False,False
booking_00046,TKT824886,user_042,14,7000,paypal,2024-07-21 00:00:00,116.144.120.62,False,True
booking_00047,TKT751706,user_019,2,1000,debit_card,2023-11-14 00:00:00,73.15.82.180,False,False
booking_00048,TKT790131,user_034,3,1500,debit_card,2023-07-17 00:00:00,233.237.31.92,False,False
booking_00049,TKT324221,user_037,1,500,credit_card,2023-01-03 00:00:00,133.224.51.55,False,False
booking_00050,TKT483514,user_017,4,2000,debit_card,2025-03-25 00:00:00,188.144.240.178,True,False
booking_00051,TKT930274,user_004,3,1500,paypal,2024-03-01 00:00:00,250.73.65.172,False,False
booking_00052,TKT060181,user_038,1,500,paypal,2023-01-28 00:00:00,196.114.31.4,False,False
booking_00053,TKT063757,user_036,1,500,credit_card,2024-07-04 00:00:00,43.100.135.241,False,True
booking_00054,TKT934905,user_019,4,2000,debit_card,2023-12-18 00:00:00,73.15.82.180,False,False
booking_00055,TKT131787,user_018,1,500,paypal,2025-03-12 00:00:00,14.185.228.78,False,False
booking_00056,TKT225205,user_013,4,2000,credit_card,2023-08-18 00:00:00,250.227.92.245,False,False
booking_00057,TKT389801,user_032,4,2000,debit_card,2024-02-24 00:00:00,253.180.172.117,False,False
booking_00058,TKT599334,user_020,1,500,credit_card,2025-04-22 00:00:00,209.65.46.160,False,False
booking_00059,TKT601652,user_022,4,2000,paypal,2023-05-05 00:00:00,142.202.67.77,False,False
booking_00060,TKT694040,user_033,3,1500,credit_card,2023-10-05 00:00:00,133.255.59.117,True,False
booking_00061,TKT586096,user_042,1,500,credit_card,2023-10-20 00:00:00,116.144.120.62,False,False
booking_00062,TKT572401,user_016,23,11500,credit_card,2023-04-03 00:00:00,250.46.206.221,False,True
booking_00063,TKT494798,user_003,3,1500,debit_card,2024-04-28 00:00:00,10.67.243.153,False,False
booking_00064,TKT129173,user_048,1,500,credit_card,2023-07-10 00:00:00,49.93.64.62,False,False
booking_00065,TKT349959,user_005,3,1500,debit_card,2024-04-15 00:00:00,175.111.184.150,False,False
booking_00066,TKT195419,user_035,3,1500,credit_card,2024-07-09 00:00:00,85.186.40.25,False,False
booking_00067,TKT108431,user_034,2,1000,debit_card,2023-09-30 00:00:00,233.237.31.92,False,False
booking_00068,TKT375860,user_042,4,2000,credit_card,2023-12-08 00:00:00,116.144.120.62,False,False
booking_00069,TKT400352,user_036,15,7500,paypal,2023-04-13 00:00:00,46.8.237.18,False,True
booking_00070,TKT183990,user_033,2,1000,credit_card,2023-05-20 00:00:00,133.255.59.117,False,False
booking_00071,TKT821919,user_005,4,2000,debit_card,2023-12-18 00:00:00,175.111.184.150,False,False
booking_00072,TKT818192,user_030,4,2000,credit_card,2025-01-18 00:00:00,195.136.248.183,False,False
booking_00073,TKT545315,user_016,25,12500,debit_card,2023-08-12 00:00:00,82.49.130.86,False,True
booking_00074,TKT514486,user_007,2,1000,paypal,2024-05-19 00:00:00,49.185.51.184,False,False
booking_00075,TKT745412,user_036,10,5000,debit_card,2024-09-01 00:00:00,230.110.155.224,False,True
booking_00076,TKT748087,user_014,1,500,paypal,2023-01-16 00:00:00,25.159.61.209,False,False
booking_00077,TKT240534,user_029,4,2000,paypal,2023-09-06 00:00:00,36.64.24.67,False,False
booking_00078,TKT798990,user_019,1,500,debit_card,2025-04-13 00:00:00,73.15.82.180,False,False
booking_00079,TKT358076,user_018,4,2000,paypal,2024-06-15 00:00:00,14.185.228.78,False,False
booking_00080,TKT547605,user_001,4,2000,credit_card,2024-02-18 00:00:00,195.169.150.165,False,False
booking_00081,TKT175001,user_034,3,1500,debit_card,2023-12-08 00:00:00,233.237.31.92,True,False
booking_00082,TKT806723,user_013,1,500,credit_card,2023-07-03 00:00:00,250.227.92.245,False,False
booking_00083,TKT048413,user_035,2,1000,credit_card,2023-03-14 00:00:00,112.18.43.213,False,False
booking_00084,TKT834026,user_010,4,2000,paypal,2023-05-07 00:00:00,226.151.126.215,False,False
booking_00085,TKT076131,user_017,3,1500,debit_card,2025-04-26 00:00:00,188.144.240.178,False,False
booking_00086,TKT730376,user_043,4,2000,debit_card,2025-01-28 00:00:00,128.157.112.50,False,False
booking_00087,TKT171050,user_048,2,1000,credit_card,2025-03-16 00:00:00,248.221.213.153,False,False
booking_00088,TKT489926,user_040,4,2000,debit_card,2024-08-30 00:00:00,70.225.160.32,False,False
booking_00089,TKT803128,user_005,4,2000,debit_card,2023-02-05 00:00:00,175.111.184.150,False,False
booking_00090,TKT967863,user_043,2,1000,paypal,2023-11-23 00:00:00,88.242.148.38,False,False
booking_00091,TKT769760,user_012,2,1000,debit_card,2023-03-09 00:00:00,173.172.136.174,False,False
booking_00092,TKT388344,user_001,1,500,credit_card,2024-08-24 00:00:00,195.169.150.165,False,False
booking_00093,TKT513525,user_046,4,2000,debit_card,2024-07-13 00:00:00,172.66.239.22,False,False
booking_00094,TKT374643,user_015,23,11500,paypal,2024-11-21 00:00:00,81.40.107.221,False,True
booking_00095,TKT063235,user_037,1,500,credit_card,2024-03-02 00:00:00,133.224.51.55,False,False
booking_00096,TKT802720,user_003,3,1500,debit_card,2025-04-12 00:00:00,10.67.243.153,True,False
booking_00097,TKT075883,user_029,1,500,paypal,2024-02-15 00:00:00,36.64.24.67,False,False
booking_00098,TKT871244,user_004,1,500,paypal,2025-02-10 00:00:00,195.230.241.80,False,False
booking_00099,TKT912097,user_018,4,2000,paypal,2025-02-15 00:00:00,14.185.228.78,False,False
booking_00100,TKT322516,user_038,3,1500,paypal,2023-02-06 00:00:00,184.61.58.131,False,False
booking_00101,TKT726282,user_002,4,2000,paypal,2023-03-27 00:00:00,173.64.67.22,False,False
booking_00102,TKT780521,user_041,2,1000,paypal,2025-02-18 00:00:00,42.20.50.190,False,False
booking_00103,TKT897234,user_001,3,1500,credit_card,2025-03-05 00:00:00,195.169.150.165,False,False
booking_00104,TKT010726,user_028,4,2000,credit_card,2024-11-15 00:00:00,80.14.220.104,False,False
booking_00105,TKT375720,user_025,2,1000,credit_card,2024-02-05 00:00:00,195.53.8.251,False,False
booking_00106,TKT747660,user_008,3,1500,debit_card,2025-04-22 00:00:00,123.73.119.244,False,False
booking_00107,TKT986385,user_033,4,2000,credit_card,2024-06-16 00:00:00,133.255.59.117,False,False
booking_00108,TKT056982,user_020,4,2000,credit_card,2024-09-28 00:00:00,209.65.46.160,False,False
booking_00109,TKT133708,user_028,2,1000,credit_card,2025-01-18 00:00:00,117.40.232.18,False,False
booking_00110,TKT839631,user_029,1,500,paypal,2023-01-16 00:00:00,60.147.40.250,False,False
booking_00111,TKT173475,user_025,4,2000,credit_card,2024-06-03 00:00:00,195.53.8.251,False,False
booking_00112,TKT982923,user_000,4,2000,credit_card,2023-04-04 00:00:00,51.52.249.50,False,False
booking_00113,TKT225284,user_029,3,1500,paypal,2024-05-03 00:00:00,36.64.24.67,True,False
booking_00114,TKT390409,user_006,4,2000,credit_card,2023-02-16 00:00:00,120.226.181.99,False,False
booking_00115,TKT429309,user_040,4,2000,debit_card,2023-03-13 00:00:00,70.225.160.32,False,False
booking_00116,TKT265217,user_016,4,2000,debit_card,2024-09-25 00:17:00,191.254.29.123,False,True
booking_00117,TKT357927,user_029,1,500,paypal,2024-12-29 00:00:00,184.3.183.165,False,False
booking_00118,TKT851326,user_005,3,1500,debit_card,2024-03-08 00:00:00,175.111.184.150,False,False
booking_00119,TKT718197,user_021,3,1500,paypal,2023-06-24 00:00:00,1.14.253.133,False,False
booking_00120,TKT906089,user_034,2,1000,debit_card,2024-05-29 00:00:00,233.237.31.92,True,False
booking_00121,TKT154897,user_031,3,1500,credit_card,2023-01-30 00:00:00,206.177.119.211,False,False
booking_00122,TKT753196,user_036,5,2500,paypal,2024-01-30 00:19:00,118.81.211.220,True,True
booking_00123,TKT901575,user_038,4,2000,paypal,2023-03-07 00:00:00,184.61.58.131,False,False
booking_00124,TKT275068,user_010,3,1500,paypal,2023-05-02 00:00:00,226.151.126.215,False,False
booking_00125,TKT574791,user_043,4,2000,debit_card,2023-11-17 00:00:00,133.191.244.33,False,False
booking_00126,TKT541329,user_047,4,2000,credit_card,2023-08-29 00:00:00,45.205.89.166,False,False
booking_00127,TKT696964,user_007,4,2000,paypal,2023-09-26 00:00:00,49.185.51.184,False,False
booking_00128,TKT708027,user_023,4,2000,debit_card,2023-06-21 00:00:00,29.103.118.124,False,False
booking_00129,TKT789607,user_049,3,1500,debit_card,2023-10-07 00:00:00,196.73.13.242,False,False
booking_00130,TKT235415,user_009,3,1500,debit_card,2024-06-15 00:00:00,95.88.142.215,False,False
booking_00131,TKT632981,user_042,4,2000,debit_card,2023-12-11 00:00:00,245.74.5.89,False,False
booking_00132,TKT616420,user_008,1,500,debit_card,2025-03-11 00:00:00,185.1.175.205,False,False
booking_00133,TKT925369,user_014,3,1500,credit_card,2024-11-20 00:00:00,25.159.61.209,False,False
booking_00134,TKT420232,user_038,2,1000,paypal,2024-12-22 00:00:00,196.114.31.4,False,False
booking_00135,TKT133258,user_033,2,1000,credit_card,2024-04-27 00:00:00,133.255.59.117,False,False
booking_00136,TKT320600,user_036,3,1500,credit_card,2023-11-02 04:07:00,118.81.211.220,False,True
booking_00137,TKT861287,user_020,1,500,credit_card,2024-01-11 00:00:00,209.65.46.160,False,False
booking_00138,TKT035141,user_049,4,2000,debit_card,2023-12-24 00:00:00,175.156.5.21,True,False
booking_00139,TKT949381,user_024,25,12500,paypal,2024-08-29 00:00:00,233.242.91.120,False,True
booking_00140,TKT691547,user_044,22,11000,paypal,2024-11-21 02:50:00,17.14.184.160,False,True
booking_00141,TKT625318,user_032,1,500,debit_card,2024-01-04 00:00:00,43.214.176.89,False,False
booking_00142,TKT890736,user_044,14,7000,debit_card,2024-05-29 00:00:00,132.241.205.92,False,True
booking_00143,TKT121952,user_047,25,12500,debit_card,2023-02-14 00:22:00,45.205.89.166,False,True
booking_00144,TKT574390,user_015,13,6500,credit_card,2023-11-13 04:06:00,204.133.174.168,False,True
booking_00145,TKT268373,user_043,2,1000,paypal,2024-03-07 00:00:00,133.191.244.33,False,False
booking_00146,TKT242935,user_035,3,1500,credit_card,2023-10-07 00:00:00,112.18.43.213,False,False
booking_00147,TKT173063,user_044,20,10000,credit_card,2023-04-15 03:09:00,85.183.78.142,True,True
booking_00148,TKT725375,user_030,3,1500,credit_card,2023-08-11 00:00:00,230.147.32.241,False,False
booking_00149,TKT297196,user_033,5,2500,paypal,2024-12-21 03:09:00,136.126.153.161,False,True
booking_00150,TKT017254,user_041,2,1000,paypal,2023-09-09 00:00:00,42.20.50.190,False,False
booking_00151,TKT027178,user_041,1,500,paypal,2025-01-26 00:00:00,42.20.50.190,True,False
booking_00152,TKT413702,user_008,3,1500,debit_card,2023-03-15 00:00:00,185.1.175.205,False,False
booking_00153,TKT833302,user_043,1,500,paypal,2024-07-06 00:00:00,88.242.148.38,False,False
booking_00154,TKT542205,user_042,2,1000,debit_card,2025-01-16 00:00:00,16.132.197.107,False,False
booking_00155,TKT502711,user_003,4,2000,debit_card,2024-04-08 00:00:00,10.67.243.153,False,False
booking_00156,TKT971571,user_007,4,2000,paypal,2023-03-04 00:00:00,49.185.51.184,False,False
booking_00157,TKT017473,user_008,1,500,debit_card,2024-11-17 00:00:00,162.88.236.117,False,False
booking_00158,TKT235522,user_006,2,1000,credit_card,2023-05-05 00:00:00,120.226.181.99,False,False
booking_00159,TKT680428,user_022,4,2000,paypal,2024-09-16 00:00:00,204.66.28.113,False,False
booking_00160,TKT189052,user_009,1,500,debit_card,2025-02-07 00:00:00,95.88.142.215,False,False
booking_00161,TKT197797,user_044,22,11000,debit_card,2023-04-04 00:00:00,145.216.146.248,False,True
booking_00162,TKT739821,user_024,20,10000,debit_card,2024-07-30 00:00:00,226.228.170.69,False,True
booking_00163,TKT967657,user_027,2,1000,credit_card,2024-08-04 00:00:00,122.78.7.67,False,False
booking_00164,TKT813232,user_009,4,2000,debit_card,2025-01-31 00:00:00,87.150.227.128,False,False
booking_00165,TKT646159,user_037,4,2000,credit_card,2024-01-16 00:00:00,133.224.51.55,False,False
booking_00166,TKT322761,user_045,3,1500,paypal,2024-05-10 00:00:00,125.220.70.251,True,False
booking_00167,TKT735806,user_022,4,2000,debit_card,2025-01-04 00:00:00,179.162.187.136,False,False
booking_00168,TKT820667,user_005,24,12000,credit_card,2024-05-22 00:00:00,93.157.140.191,False,True
booking_00169,TKT433519,user_041,4,2000,paypal,2023-02-18 00:00:00,42.20.50.190,False,False
booking_00170,TKT750729,user_010,4,2000,paypal,2024-08-23 00:00:00,226.151.126.215,False,False
booking_00171,TKT457976,user_011,1,500,paypal,2023-12-15 00:00:00,251.22.72.154,False,False
booking_00172,TKT485216,user_043,2,1000,debit_card,2025-04-11 00:00:00,136.102.211.49,False,False
booking_00173,TKT319164,user_046,1,500,credit_card,2025-03-29 00:00:00,172.66.239.22,False,False
booking_00174,TKT917920,user_022,2,1000,debit_card,2023-09-05 00:00:00,179.162.187.136,False,False
booking_00175,TKT215779,user_022,2,1000,debit_card,2025-04-03 00:00:00,142.202.67.77,False,False
booking_00176,TKT070271,user_046,3,1500,debit_card,2023-11-04 00:00:00,172.66.239.22,False,False
booking_00177,TKT385774,user_021,2,1000,paypal,2023-01-12 00:00:00,1.14.253.133,False,False
booking_00178,TKT145804,user_040,4,2000,debit_card,2023-11-08 00:00:00,70.225.160.32,False,False
booking_00179,TKT384714,user_032,1,500,debit_card,2024-03-09 00:00:00,43.214.176.89,False,False
booking_00180,TKT666439,user_049,16,8000,credit_card,2024-07-29 00:00:00,118.190.51.70,False,True
booking_00181,TKT149014,user_000,3,1500,credit_card,2023-11-02 00:00:00,51.52.249.50,False,False
booking_00182,TKT461276,user_010,4,2000,paypal,2025-05-02 00:00:00,226.151.126.215,False,False
booking_00183,TKT789227,user_019,3,1500,debit_card,2024-05-22 00:00:00,73.15.82.180,False,False
booking_00184,TKT855740,user_048,1,500,credit_card,2024-10-18 00:00:00,195.132.32.147,False,False
booking_00185,TKT870308,user_001,2,1000,credit_card,2025-01-17 00:00:00,195.169.150.165,False,False
booking_00186,TKT254469,user_015,5,2500,credit_card,2024-01-24 00:00:00,123.105.75.26,False,True
booking_00187,TKT879992,user_004,3,1500,paypal,2023-02-08 00:00:00,250.73.65.172,False,False
booking_00188,TKT698804,user_048,3,1500,credit_card,2023-12-03 00:00:00,49.93.64.62,True,False
booking_00189,TKT978576,user_040,2,1000,credit_card,2024-08-28 00:00:00,252.210.86.180,False,True
booking_00190,TKT367836,user_042,1,500,paypal,2023-10-08 00:00:00,116.144.120.62,True,False
booking_00191,TKT633052,user_010,4,2000,paypal,2024-05-24 00:00:00,134.141.252.170,False,False
booking_00192,TKT574946,user_045,3,1500,paypal,2024-03-29 00:00:00,125.220.70.251,True,False
booking_00193,TKT556477,user_007,3,1500,debit_card,2023-01-23 00:00:00,49.185.51.184,False,True
booking_00194,TKT734456,user_031,4,2000,credit_card,2024-05-16 00:00:00,41.73.60.72,False,False
booking_00195,TKT998125,user_038,3,1500,debit_card,2024-06-21 00:00:00,196.114.31.4,True,False
booking_00196,TKT330498,user_020,3,1500,credit_card,2023-11-08 00:00:00,209.65.46.160,False,False
booking_00197,TKT095784,user_042,3,1500,paypal,2023-04-07 00:00:00,16.132.197.107,False,False
booking_00198,TKT932298,user_001,2,1000,credit_card,2023-04-01 00:00:00,195.169.150.165,False,False
booking_00199,TKT269740,user_035,2,1000,credit_card,2024-01-21 00:00:00,112.18.43.213,False,False
booking_00200,TKT829936,user_040,4,2000,credit_card,2024-01-05 00:00:00,252.210.86.180,False,False
booking_00201,TKT926829,user_043,2,1000,paypal,2024-12-02 00:00:00,128.157.112.50,False,False
booking_00202,TKT392749,user_045,3,1500,paypal,2024-11-18 00:00:00,125.220.70.251,False,False
booking_00203,TKT208171,user_033,2,1000,credit_card,2024-09-12 00:00:00,136.126.153.161,False,False
booking_00204,TKT150529,user_049,4,2000,debit_card,2023-06-07 00:00:00,118.190.51.70,True,False
booking_00205,TKT254642,user_046,3,1500,credit_card,2023-09-04 00:00:00,172.66.239.22,False,False
booking_00206,TKT327968,user_019,2,1000,debit_card,2023-10-05 00:00:00,73.15.82.180,False,False
booking_00207,TKT757545,user_028,2,1000,credit_card,2023-01-17 00:00:00,80.14.220.104,False,False
booking_00208,TKT597485,user_022,2,1000,debit_card,2023-06-04 00:00:00,142.202.67.77,False,False
booking_00209,TKT725516,user_013,2,1000,credit_card,2023-01-31 00:00:00,250.227.92.245,False,False
booking_00210,TKT020764,user_012,3,1500,paypal,2023-03-13 00:00:00,29.243.200.30,False,True
booking_00211,TKT207949,user_049,4,2000,credit_card,2025-04-25 00:00:00,175.156.5.21,False,False
booking_00212,TKT749116,user_016,1,500,credit_card,2024-12-16 04:56:00,198.25.161.100,False,True
booking_00213,TKT209133,user_021,3,1500,paypal,2024-05-23 00:00:00,186.159.46.253,False,False
booking_00214,TKT697094,user_025,2,1000,credit_card,2024-01-07 00:00:00,195.53.8.251,False,False
booking_00215,TKT039126,user_017,3,1500,debit_card,2024-03-14 00:00:00,188.144.240.178,False,False
booking_00216,TKT871799,user_031,2,1000,credit_card,2023-12-02 00:00:00,119.179.139.35,False,False
booking_00217,TKT007782,user_035,3,1500,credit_card,2023-04-06 00:00:00,85.186.40.25,False,False
booking_00218,TKT556173,user_044,22,11000,debit_card,2024-09-02 04:59:00,16.54.221.123,False,True
booking_00219,TKT654264,user_046,4,2000,credit_card,2023-09-18 00:00:00,172.66.239.22,False,False
booking_00220,TKT422531,user_015,3,1500,credit_card,2023-12-24 01:14:00,123.105.75.26,False,True
booking_00221,TKT980231,user_024,16,8000,credit_card,2024-08-15 00:00:00,12.86.140.128,False,True
booking_00222,TKT811263,user_020,4,2000,credit_card,2024-01-01 00:00:00,209.65.46.160,False,False
booking_00223,TKT194946,user_039,2,1000,credit_card,2024-12-20 00:00:00,84.203.246.128,False,False
booking_00224,TKT128807,user_008,1,500,paypal,2024-08-07 00:00:00,185.1.175.205,False,False
booking_00225,TKT305449,user_025,4,2000,credit_card,2024-08-15 00:00:00,195.53.8.251,False,False
booking_00226,TKT102074,user_008,2,1000,debit_card,2024-04-21 00:00:00,162.88.236.117,False,False
booking_00227,TKT719856,user_037,2,1000,credit_card,2023-08-28 00:00:00,180.5.72.131,False,False
booking_00228,TKT974772,user_048,3,1500,credit_card,2023-11-19 00:00:00,195.132.32.147,False,False
booking_00229,TKT407405,user_006,3,1500,credit_card,2025-01-22 00:00:00,150.143.95.143,False,False
booking_00230,TKT087956,user_019,3,1500,debit_card,2023-08-31 00:00:00,73.15.82.180,False,False
booking_00231,TKT209674,user_001,2,1000,credit_card,2024-05-02 00:00:00,195.169.150.165,False,False
booking_00232,TKT328675,user_026,2,1000,debit_card,2024-06-19 00:00:00,32.57.206.79,False,False
booking_00233,TKT079743,user_019,1,500,debit_card,2023-08-01 00:00:00,73.15.82.180,False,False
booking_00234,TKT997190,user_041,3,1500,paypal,2025-01-28 00:00:00,42.20.50.190,False,False
booking_00235,TKT213226,user_008,4,2000,paypal,2024-10-02 00:00:00,195.139.128.164,False,False
booking_00236,TKT837755,user_022,2,1000,paypal,2023-10-10 00:00:00,155.19.92.248,False,False
booking_00237,TKT723912,user_033,2,1000,credit_card,2024-12-14 00:00:00,136.126.153.161,False,False
booking_00238,TKT342341,user_047,3,1500,debit_card,2023-10-05 00:00:00,45.205.89.166,False,False
booking_00239,TKT598431,user_011,4,2000,paypal,2025-03-10 00:00:00,126.113.4.14,False,False
booking_00240,TKT364337,user_040,4,2000,debit_card,2025-03-02 00:00:00,70.225.160.32,False,False
booking_00241,TKT063770,user_011,4,2000,credit_card,2025-02-04 00:00:00,251.22.72.154,False,False
booking_00242,TKT925601,user_010,1,500,paypal,2023-01-17 00:00:00,134.141.252.170,False,False
booking_00243,TKT104224,user_020,2,1000,credit_card,2023-04-17 00:00:00,209.65.46.160,False,False
booking_00244,TKT035409,user_044,1,500,paypal,2025-02-20 01:25:00,17.14.184.160,False,True
booking_00245,TKT020852,user_031,4,2000,credit_card,2024-04-08 00:00:00,206.177.119.211,False,False
booking_00246,TKT938712,user_047,2,1000,debit_card,2025-03-07 00:00:00,45.205.89.166,False,False
booking_00247,TKT209501,user_041,1,500,paypal,2023-07-20 00:00:00,42.20.50.190,False,False
booking_00248,TKT437203,user_008,2,1000,debit_card,2023-07-31 00:00:00,185.1.175.205,False,False
