booking_id,ticket_id,user_id,num_tickets,price,payment_method,booking_time,ip_address,is_refunded,is_flagged_suspicious
booking_00249,TKT363912,user_013,3,1500,credit_card,2023-09-29 00:00:00,250.227.92.245,False,False
booking_00250,TKT955557,user_002,2,1000,paypal,2024-06-03 00:00:00,173.64.67.22,False,False
booking_00251,TKT172916,user_046,13,6500,paypal,2024-07-25 00:00:00,172.66.239.22,False,True
booking_00252,TKT467640,user_004,2,1000,paypal,2024-03-07 00:00:00,27.75.32.166,False,False
booking_00253,TKT470702,user_021,4,2000,paypal,2023-10-09 00:00:00,1.14.253.133,False,False
booking_00254,TKT910118,user_037,3,1500,credit_card,2023-08-04 00:00:00,180.5.72.131,False,False
booking_00255,TKT648914,user_043,3,1500,debit_card,2023-09-23 00:00:00,128.157.112.50,False,False
booking_00256,TKT031478,user_032,4,2000,debit_card,2023-01-24 00:00:00,246.18.61.98,False,False
booking_00257,TKT839635,user_041,3,1500,paypal,2025-02-15 00:00:00,157.110.18.155,False,False
booking_00258,TKT652671,user_001,1,500,credit_card,2023-07-08 00:00:00,195.169.150.165,False,False
booking_00259,TKT319138,user_035,3,1500,credit_card,2024-09-21 00:00:00,112.18.43.213,True,False
booking_00260,TKT887255,user_044,2,1000,paypal,2023-10-22 00:00:00,85.183.78.142,False,True
booking_00261,TKT850524,user_034,4,2000,debit_card,2023-01-28 00:00:00,233.237.31.92,False,False
booking_00262,TKT216958,user_046,2,1000,debit_card,2024-08-31 00:00:00,172.66.239.22,False,False
booking_00263,TKT504230,user_048,4,2000,credit_card,2023-01-29 00:00:00,6.29.54.13,False,False
booking_00264,TKT627456,user_026,3,1500,debit_card,2023-02-06 00:00:00,162.76.5.120,False,False
booking_00265,TKT053558,user_012,4,2000,debit_card,2024-03-22 00:00:00,88.211.2.135,False,False
booking_00266,TKT184747,user_035,1,500,credit_card,2024-11-06 00:00:00,85.186.40.25,False,False
booking_00267,TKT908761,user_029,1,500,paypal,2025-01-27 00:00:00,36.64.24.67,False,False
booking_00268,TKT954900,user_033,3,1500,paypal,2023-02-11 00:00:00,136.126.153.161,False,False
booking_00269,TKT229523,user_009,2,1000,debit_card,2023-03-08 00:00:00,95.88.142.215,False,False
booking_00270,TKT991298,user_024,17,8500,credit_card,2023-11-15 01:02:00,35.115.240.56,False,True
booking_00271,TKT934067,user_028,3,1500,credit_card,2023-10-11 00:00:00,244.218.61.81,True,False
booking_00272,TKT309517,user_036,5,2500,paypal,2023-07-27 02:34:00,215.209.194.215,False,True
booking_00273,TKT360987,user_026,4,2000,debit_card,2023-12-05 00:00:00,177.231.61.119,False,False
booking_00274,TKT366695,user_010,23,11500,credit_card,2023-07-16 00:00:00,27.80.145.106,False,True
booking_00275,TKT703777,user_032,1,500,debit_card,2023-09-20 00:00:00,246.18.61.98,False,False
booking_00276,TKT804900,user_039,4,2000,debit_card,2024-01-09 00:00:00,89.198.142.4,True,False
booking_00277,TKT899182,user_029,2,1000,paypal,2023-03-22 00:00:00,184.3.183.165,False,False
booking_00278,TKT280583,user_042,2,1000,credit_card,2023-01-02 00:00:00,16.132.197.107,False,False
booking_00279,TKT617552,user_011,2,1000,credit_card,2024-01-01 00:00:00,126.113.4.14,False,False
booking_00280,TKT683831,user_025,4,2000,credit_card,2024-06-15 00:00:00,106.48.179.4,True,False
booking_00281,TKT738167,user_049,3,1500,credit_card,2024-08-08 00:00:00,196.73.13.242,False,False
booking_00282,TKT733862,user_046,4,2000,debit_card,2023-10-05 00:00:00,172.66.239.22,False,False
booking_00283,TKT287538,user_013,2,1000,credit_card,2024-07-01 00:00:00,250.227.92.245,False,False
booking_00284,TKT036080,user_026,4,2000,debit_card,2023-08-12 00:00:00,162.76.5.120,False,False
booking_00285,TKT454594,user_006,1,500,credit_card,2023-10-31 00:00:00,120.226.181.99,False,False
booking_00286,TKT642757,user_030,3,1500,credit_card,2024-02-06 00:00:00,195.136.248.183,False,False
booking_00287,TKT114234,user_003,1,500,debit_card,2025-04-23 00:00:00,10.67.243.153,False,False
booking_00288,TKT914902,user_000,2,1000,credit_card,2024-06-01 00:00:00,51.52.249.50,False,False
booking_00289,TKT744097,user_019,1,500,debit_card,2023-08-09 00:00:00,73.15.82.180,False,False
booking_00290,TKT778295,user_036,14,7000,paypal,2024-10-21 01:57:00,43.100.135.241,False,True
booking_00291,TKT635980,user_014,4,2000,credit_card,2024-10-09 00:00:00,25.159.61.209,False,False
booking_00292,TKT769342,user_041,4,2000,paypal,2024-10-28 00:00:00,157.110.18.155,False,False
booking_00293,TKT413468,user_029,2,1000,paypal,2023-03-11 00:00:00,106.236.232.227,False,False
booking_00294,TKT974914,user_022,4,2000,debit_card,2024-06-01 00:00:00,155.19.92.248,False,False
booking_00295,TKT546304,user_036,20,10000,debit_card,2023-04-10 00:40:00,43.100.135.241,False,True
booking_00296,TKT567611,user_038,3,1500,paypal,2024-09-14 00:00:00,216.166.213.100,False,False
booking_00297,TKT767864,user_007,4,2000,debit_card,2025-01-14 00:00:00,49.185.51.184,True,False
booking_00298,TKT239167,user_025,3,1500,credit_card,2025-02-12 00:00:00,106.48.179.4,False,False
booking_00299,TKT544597,user_046,2,1000,paypal,2024-09-19 00:00:00,172.66.239.22,False,False
booking_00300,TKT097607,user_026,4,2000,debit_card,2024-12-28 00:00:00,162.76.5.120,False,False
booking_00301,TKT940505,user_041,2,1000,paypal,2023-04-09 00:00:00,157.110.18.155,False,False
booking_00302,TKT621799,user_033,2,1000,credit_card,2024-10-28 00:00:00,136.126.153.161,False,False
booking_00303,TKT613065,user_048,2,1000,paypal,2023-11-02 00:00:00,248.221.213.153,False,False
booking_00304,TKT068552,user_006,3,1500,credit_card,2023-01-28 00:00:00,120.226.181.99,True,False
booking_00305,TKT517224,user_028,1,500,credit_card,2024-08-20 00:00:00,63.171.223.222,False,False
booking_00306,TKT724866,user_022,1,500,debit_card,2024-01-14 00:00:00,204.66.28.113,False,False
booking_00307,TKT172211,user_023,1,500,debit_card,2024-06-12 00:00:00,29.103.118.124,False,False
booking_00308,TKT480131,user_043,4,2000,paypal,2024-06-26 00:00:00,133.191.244.33,False,False
booking_00309,TKT956950,user_016,23,11500,paypal,2024-04-28 00:33:00,209.109.195.77,False,True
booking_00310,TKT622954,user_033,4,2000,paypal,2024-04-10 00:00:00,136.126.153.161,False,False
booking_00311,TKT348731,user_015,11,5500,debit_card,2024-04-11 03:33:00,115.82.219.130,False,True
booking_00312,TKT136510,user_004,1,500,paypal,2023-04-03 00:00:00,27.75.32.166,False,False
booking_00313,TKT619123,user_002,1,500,credit_card,2025-03-20 00:00:00,173.64.67.22,False,False
booking_00314,TKT330531,user_001,4,2000,paypal,2024-08-18 00:00:00,142.51.122.225,False,False
booking_00315,TKT151678,user_013,3,1500,credit_card,2023-06-30 00:00:00,250.227.92.245,False,False
booking_00316,TKT331902,user_045,2,1000,paypal,2023-03-11 00:00:00,125.220.70.251,False,False
booking_00317,TKT609559,user_034,3,1500,credit_card,2025-04-28 00:00:00,197.78.39.170,False,False
booking_00318,TKT380337,user_015,1,500,paypal,2023-02-19 00:00:00,134.98.88.236,False,True
booking_00319,TKT701605,user_047,3,1500,debit_card,2024-01-08 00:00:00,45.205.89.166,True,False
booking_00320,TKT752690,user_016,17,8500,paypal,2023-01-02 00:00:00,250.46.206.221,False,True
booking_00321,TKT861830,user_023,3,1500,paypal,2023-09-03 00:00:00,29.103.118.124,False,False
booking_00322,TKT941613,user_015,10,5000,debit_card,2023-12-16 02:50:00,134.98.88.236,False,True
booking_00323,TKT214117,user_004,3,1500,paypal,2025-02-19 00:00:00,70.207.161.140,False,False
booking_00324,TKT489466,user_001,1,500,credit_card,2024-06-08 00:00:00,142.51.122.225,True,False
booking_00325,TKT635581,user_018,2,1000,paypal,2024-05-30 00:00:00,14.185.228.78,False,False
booking_00326,TKT540789,user_044,5,2500,credit_card,2024-09-13 00:00:00,17.14.184.160,False,True
booking_00327,TKT893157,user_020,2,1000,credit_card,2023-08-11 00:00:00,209.65.46.160,False,False
booking_00328,TKT650830,user_042,3,1500,debit_card,2024-06-22 00:00:00,116.144.120.62,False,False
booking_00329,TKT793038,user_033,4,2000,credit_card,2024-03-07 00:00:00,133.255.59.117,False,False
booking_00330,TKT948928,user_009,11,5500,debit_card,2024-12-30 03:09:00,239.11.160.132,True,True
booking_00331,TKT979414,user_004,2,1000,paypal,2024-11-09 00:00:00,27.75.32.166,False,False
booking_00332,TKT585493,user_021,4,2000,paypal,2024-09-13 00:00:00,186.159.46.253,False,False
booking_00333,TKT670954,user_002,2,1000,credit_card,2024-05-02 00:00:00,173.64.67.22,True,False
booking_00334,TKT213738,user_023,3,1500,debit_card,2024-08-29 00:00:00,29.103.118.124,False,False
booking_00335,TKT697950,user_046,20,10000,debit_card,2023-08-01 02:28:00,172.66.239.22,False,True
booking_00336,TKT900521,user_003,2,1000,debit_card,2024-04-20 00:00:00,10.67.243.153,False,False
booking_00337,TKT933108,user_003,2,1000,debit_card,2023-06-27 00:00:00,10.67.243.153,False,False
booking_00338,TKT028915,user_026,2,1000,debit_card,2023-06-24 00:00:00,177.231.61.119,False,False
booking_00339,TKT423481,user_006,4,2000,credit_card,2024-09-27 00:00:00,120.226.181.99,False,False
booking_00340,TKT319131,user_031,4,2000,credit_card,2025-04-21 00:00:00,41.73.60.72,False,False
booking_00341,TKT167102,user_035,3,1500,credit_card,2023-12-16 00:00:00,65.137.106.57,False,False
booking_00342,TKT468583,user_004,4,2000,paypal,2023-02-26 00:00:00,27.75.32.166,False,False
booking_00343,TKT668090,user_040,1,500,debit_card,2024-07-25 00:00:00,70.225.160.32,False,False
booking_00344,TKT739553,user_001,3,1500,credit_card,2023-02-07 00:00:00,195.169.150.165,False,False
booking_00345,TKT309167,user_037,3,1500,credit_card,2023-10-06 00:00:00,133.224.51.55,False,False
booking_00346,TKT556662,user_012,2,1000,paypal,2025-03-26 00:00:00,29.243.200.30,False,False
booking_00347,TKT671529,user_035,2,1000,credit_card,2023-07-18 00:00:00,65.137.106.57,False,False
booking_00348,TKT813452,user_023,3,1500,credit_card,2023-05-24 00:00:00,29.103.118.124,False,False
booking_00349,TKT240893,user_018,1,500,paypal,2023-05-25 00:00:00,89.10.186.55,False,False
booking_00350,TKT663734,user_007,1,500,paypal,2024-04-10 00:00:00,49.185.51.184,False,False
booking_00351,TKT406510,user_038,2,1000,credit_card,2024-05-08 00:00:00,199.212.129.157,False,False
booking_00352,TKT543897,user_029,4,2000,paypal,2023-12-30 00:00:00,106.236.232.227,False,False
booking_00353,TKT786101,user_016,13,6500,paypal,2024-04-11 03:56:00,250.46.206.221,True,True
booking_00354,TKT528329,user_023,2,1000,credit_card,2023-11-27 00:00:00,29.103.118.124,False,False
booking_00355,TKT521971,user_016,4,2000,credit_card,2024-10-20 00:17:00,82.49.130.86,False,True
booking_00356,TKT700317,user_016,22,11000,paypal,2023-05-10 01:31:00,209.109.195.77,False,True
booking_00357,TKT734584,user_028,1,500,credit_card,2025-02-05 00:00:00,117.40.232.18,False,False
booking_00358,TKT673888,user_025,1,500,credit_card,2023-03-26 00:00:00,195.53.8.251,False,False
booking_00359,TKT938707,user_016,1,500,paypal,2023-12-08 00:05:00,82.49.130.86,False,True
booking_00360,TKT710171,user_007,4,2000,debit_card,2024-08-18 00:00:00,2.57.200.25,False,False
booking_00361,TKT778171,user_023,2,1000,credit_card,2023-05-26 00:00:00,29.103.118.124,False,False
booking_00362,TKT791043,user_048,4,2000,paypal,2025-02-10 00:00:00,49.93.64.62,False,False
booking_00363,TKT158093,user_006,3,1500,credit_card,2024-08-31 00:00:00,150.143.95.143,False,False
booking_00364,TKT441916,user_038,14,7000,paypal,2023-06-28 00:15:00,5.73.170.202,False,True
booking_00365,TKT745739,user_006,4,2000,credit_card,2024-11-23 00:00:00,120.226.181.99,True,False
booking_00366,TKT256673,user_002,3,1500,credit_card,2023-08-25 00:00:00,173.64.67.22,False,False
booking_00367,TKT979220,user_033,2,1000,debit_card,2024-01-30 00:00:00,75.52.80.215,False,False
booking_00368,TKT412807,user_034,4,2000,debit_card,2025-01-13 00:00:00,233.237.31.92,False,False
booking_00369,TKT368062,user_039,21,10500,paypal,2023-11-25 00:00:00,124.153.50.252,False,True
booking_00370,TKT149790,user_022,1,500,debit_card,2023-01-07 00:00:00,179.162.187.136,False,False
booking_00371,TKT001097,user_037,2,1000,credit_card,2023-08-14 00:00:00,180.5.72.131,False,False
booking_00372,TKT377410,user_033,2,1000,debit_card,2024-08-03 00:00:00,133.255.59.117,False,False
booking_00373,TKT722820,user_009,5,2500,paypal,2024-09-04 00:00:00,163.13.243.40,False,True
booking_00374,TKT468184,user_008,1,500,debit_card,2023-04-16 00:00:00,123.73.119.244,False,False
booking_00375,TKT119804,user_047,4,2000,credit_card,2023-04-28 00:00:00,56.102.40.134,False,False
booking_00376,TKT732850,user_045,2,1000,paypal,2023-05-28 00:00:00,125.220.70.251,False,False
booking_00377,TKT128507,user_048,1,500,credit_card,2025-02-28 00:00:00,195.132.32.147,False,False
booking_00378,TKT085995,user_021,4,2000,credit_card,2023-02-28 00:00:00,1.14.253.133,False,False
booking_00379,TKT007669,user_030,1,500,credit_card,2025-05-02 00:00:00,230.147.32.241,False,False
booking_00380,TKT074284,user_022,4,2000,paypal,2023-04-17 00:00:00,57.18.90.187,False,False
booking_00381,TKT702741,user_030,4,2000,credit_card,2023-07-18 00:00:00,195.136.248.183,False,False
booking_00382,TKT823539,user_027,1,500,credit_card,2024-07-21 00:00:00,122.78.7.67,False,False
booking_00383,TKT649179,user_034,4,2000,debit_card,2025-04-10 00:00:00,233.237.31.92,False,False
booking_00384,TKT356299,user_010,4,2000,credit_card,2023-05-27 00:00:00,27.80.145.106,False,False
booking_00385,TKT499844,user_013,4,2000,credit_card,2023-09-09 00:00:00,250.227.92.245,False,False
booking_00386,TKT415140,user_049,4,2000,credit_card,2023-10-19 00:00:00,175.156.5.21,False,False
booking_00387,TKT622493,user_015,16,8000,debit_card,2025-02-05 02:04:00,81.40.107.221,False,True
booking_00388,TKT613689,user_021,2,1000,credit_card,2024-07-05 00:00:00,232.174.201.181,False,False
booking_00389,TKT628808,user_001,4,2000,paypal,2024-10-17 00:00:00,223.20.32.215,False,False
booking_00390,TKT812286,user_028,4,2000,credit_card,2025-04-25 00:00:00,63.171.223.222,False,False
booking_00391,TKT634153,user_015,16,8000,debit_card,2024-04-20 01:46:00,81.40.107.221,False,True
booking_00392,TKT025316,user_037,3,1500,credit_card,2024-07-19 00:00:00,180.5.72.131,False,False
booking_00393,TKT584716,user_024,18,9000,debit_card,2025-03-10 00:02:00,233.242.91.120,False,True
booking_00394,TKT335507,user_020,4,2000,credit_card,2024-09-26 00:00:00,209.65.46.160,False,False
booking_00395,TKT031800,user_027,4,2000,paypal,2023-01-05 02:26:00,122.78.7.67,False,True
booking_00396,TKT375245,user_034,3,1500,credit_card,2024-06-05 00:00:00,197.78.39.170,True,False
booking_00397,TKT342851,user_040,2,1000,debit_card,2023-06-12 00:00:00,70.225.160.32,False,False
booking_00398,TKT109119,user_046,3,1500,paypal,2024-09-06 00:00:00,172.66.239.22,False,False
booking_00399,TKT370174,user_047,1,500,debit_card,2023-01-30 00:00:00,56.102.40.134,False,False
booking_00400,TKT508756,user_037,2,1000,credit_card,2024-09-07 00:00:00,133.224.51.55,False,False
booking_00401,TKT015004,user_036,14,7000,paypal,2023-10-30 01:04:00,118.81.211.220,False,True
booking_00402,TKT353088,user_048,3,1500,paypal,2024-02-25 00:00:00,195.132.32.147,False,False
booking_00403,TKT970860,user_049,2,1000,credit_card,2023-08-10 00:00:00,231.1.74.97,False,False
booking_00404,TKT599435,user_047,3,1500,debit_card,2023-07-31 00:00:00,56.102.40.134,False,False
booking_00405,TKT917010,user_015,18,9000,paypal,2023-03-28 01:59:00,81.40.107.221,False,True
booking_00406,TKT969363,user_000,3,1500,credit_card,2024-07-21 00:00:00,51.52.249.50,False,False
booking_00407,TKT875989,user_030,4,2000,credit_card,2024-07-26 00:00:00,195.136.248.183,False,False
booking_00408,TKT028205,user_048,4,2000,credit_card,2023-09-14 00:00:00,49.93.64.62,False,False
booking_00409,TKT251912,user_039,1,500,credit_card,2023-08-09 00:00:00,84.203.246.128,False,False
booking_00410,TKT021068,user_014,3,1500,paypal,2025-02-25 00:00:00,25.159.61.209,False,False
booking_00411,TKT955693,user_035,4,2000,credit_card,2023-05-30 00:00:00,65.137.106.57,False,False
booking_00412,TKT165613,user_046,3,1500,debit_card,2023-02-26 00:00:00,172.66.239.22,False,False
booking_00413,TKT186586,user_047,1,500,credit_card,2024-12-12 00:00:00,228.199.7.86,False,False
booking_00414,TKT604093,user_042,3,1500,paypal,2024-08-05 00:00:00,206.163.106.131,False,False
booking_00415,TKT740647,user_003,2,1000,debit_card,2023-01-27 00:00:00,234.250.116.179,False,False
booking_00416,TKT330758,user_048,4,2000,credit_card,2024-01-12 00:00:00,49.115.0.28,False,False
booking_00417,TKT525820,user_001,4,2000,paypal,2025-03-24 00:00:00,167.233.91.7,False,False
booking_00418,TKT620041,user_036,12,6000,paypal,2023-04-23 01:16:00,46.8.237.18,False,True
booking_00419,TKT186922,user_043,1,500,paypal,2023-10-03 00:00:00,62.55.169.162,False,False
booking_00420,TKT225651,user_034,3,1500,credit_card,2024-06-07 00:00:00,48.111.158.124,False,False
booking_00421,TKT449282,user_039,4,2000,debit_card,2024-04-01 00:00:00,124.153.50.252,False,False
booking_00422,TKT746439,user_021,4,2000,paypal,2023-12-04 00:00:00,166.4.103.8,False,False
booking_00423,TKT786465,user_021,1,500,paypal,2025-01-04 00:00:00,186.159.46.253,False,False
booking_00424,TKT265795,user_043,3,1500,debit_card,2023-09-09 00:00:00,133.191.244.33,False,False
booking_00425,TKT681254,user_028,1,500,credit_card,2024-06-10 00:00:00,244.218.61.81,False,False
booking_00426,TKT788625,user_047,4,2000,debit_card,2023-02-06 00:00:00,45.205.89.166,False,False
booking_00427,TKT098268,user_007,17,8500,credit_card,2023-04-05 00:00:00,28.31.234.17,False,True
booking_00428,TKT355321,user_042,1,500,paypal,2023-06-16 00:00:00,116.144.120.62,False,False
booking_00429,TKT181640,user_004,4,2000,paypal,2023-05-09 00:00:00,70.207.161.140,False,False
booking_00430,TKT254029,user_004,3,1500,paypal,2023-10-13 00:00:00,250.73.65.172,False,False
booking_00431,TKT578465,user_034,12,6000,paypal,2023-04-28 00:10:00,48.111.158.124,False,True
booking_00432,TKT686068,user_035,2,1000,credit_card,2024-05-13 00:00:00,85.186.40.25,False,False
booking_00433,TKT113957,user_032,4,2000,debit_card,2023-02-20 00:00:00,253.180.172.117,False,False
booking_00434,TKT868950,user_002,1,500,credit_card,2023-11-07 00:00:00,173.64.67.22,False,False
booking_00435,TKT407501,user_015,16,8000,paypal,2024-01-28 01:59:00,204.133.174.168,False,True
booking_00436,TKT258380,user_015,1,500,debit_card,2023-12-08 04:32:00,115.82.219.130,False,True
booking_00437,TKT664292,user_048,2,1000,paypal,2024-08-24 00:00:00,195.132.32.147,False,False
booking_00438,TKT754392,user_020,4,2000,credit_card,2024-01-06 00:00:00,209.65.46.160,False,False
booking_00439,TKT739932,user_025,3,1500,credit_card,2025-02-19 00:00:00,195.53.8.251,False,False
booking_00440,TKT075986,user_009,1,500,paypal,2023-10-12 00:00:00,199.9.208.28,False,False
booking_00441,TKT391579,user_040,1,500,credit_card,2025-01-29 00:00:00,252.210.86.180,False,False
booking_00442,TKT660498,user_008,3,1500,debit_card,2024-04-21 00:00:00,185.1.175.205,False,False
booking_00443,TKT183166,user_001,1,500,credit_card,2023-03-29 00:00:00,142.51.122.225,False,False
booking_00444,TKT857140,user_042,1,500,credit_card,2023-05-16 00:00:00,166.68.212.121,False,False
booking_00445,TKT926440,user_024,12,6000,paypal,2023-07-20 03:20:00,156.123.89.51,False,True
booking_00446,TKT631353,user_023,1,500,credit_card,2024-07-27 00:00:00,29.103.118.124,False,False
booking_00447,TKT802781,user_018,3,1500,paypal,2024-11-27 00:00:00,14.185.228.78,False,False
booking_00448,TKT366821,user_031,2,1000,credit_card,2023-09-21 00:00:00,65.32.161.74,False,False
booking_00449,TKT666342,user_040,1,500,credit_card,2024-03-25 00:00:00,252.210.86.180,False,False
booking_00450,TKT493647,user_020,24,12000,debit_card,2023-06-09 03:13:00,209.65.46.160,False,True
booking_00451,TKT500818,user_047,3,1500,credit_card,2024-02-05 00:00:00,45.205.89.166,False,False
booking_00452,TKT464675,user_028,4,2000,credit_card,2023-12-21 00:00:00,117.40.232.18,False,False
booking_00453,TKT617502,user_001,3,1500,credit_card,2023-05-10 00:00:00,195.169.150.165,False,False
booking_00454,TKT043557,user_037,1,500,credit_card,2023-10-31 00:00:00,125.195.220.17,False,False
booking_00455,TKT833160,user_043,3,1500,paypal,2023-04-03 00:00:00,62.55.169.162,False,False
booking_00456,TKT275686,user_020,1,500,debit_card,2023-12-04 00:00:00,209.65.46.160,False,False
booking_00457,TKT465486,user_029,4,2000,paypal,2024-07-23 00:00:00,106.236.232.227,False,False
booking_00458,TKT625987,user_005,1,500,debit_card,2023-07-06 00:00:00,175.111.184.150,False,False
booking_00459,TKT266224,user_032,2,1000,debit_card,2024-10-25 00:00:00,253.180.172.117,False,False
booking_00460,TKT060817,user_031,2,1000,paypal,2024-03-18 00:00:00,41.73.60.72,False,False
booking_00461,TKT109211,user_006,1,500,credit_card,2023-12-27 00:00:00,150.143.95.143,False,False
booking_00462,TKT770983,user_009,2,1000,debit_card,2024-03-24 00:00:00,163.13.243.40,False,False
booking_00463,TKT121695,user_049,2,1000,credit_card,2024-11-17 00:00:00,196.73.13.242,False,False
booking_00464,TKT218369,user_037,3,1500,credit_card,2025-01-18 00:00:00,133.224.51.55,False,False
booking_00465,TKT355325,user_023,4,2000,paypal,2025-03-21 00:00:00,29.103.118.124,False,False
booking_00466,TKT372175,user_037,1,500,credit_card,2023-05-25 00:00:00,192.95.9.192,False,False
booking_00467,TKT667977,user_017,2,1000,debit_card,2025-01-30 00:00:00,188.144.240.178,False,False
booking_00468,TKT543824,user_002,2,1000,credit_card,2024-07-18 00:00:00,173.64.67.22,False,False
booking_00469,TKT661981,user_042,2,1000,paypal,2023-08-12 00:00:00,206.163.106.131,False,False
booking_00470,TKT739419,user_007,1,500,credit_card,2024-05-23 00:00:00,28.31.234.17,False,False
booking_00471,TKT552469,user_020,1,500,credit_card,2024-04-13 00:00:00,124.3.97.94,False,False
booking_00472,TKT848615,user_041,3,1500,paypal,2024-06-27 00:00:00,157.110.18.155,False,False
booking_00473,TKT037018,user_025,4,2000,credit_card,2023-04-07 00:00:00,195.53.8.251,False,False
booking_00474,TKT564583,user_032,1,500,debit_card,2024-03-03 00:00:00,246.18.61.98,False,False
booking_00475,TKT907328,user_013,4,2000,credit_card,2024-02-10 00:00:00,250.227.92.245,False,False
booking_00476,TKT522844,user_011,3,1500,paypal,2024-04-15 00:00:00,126.113.4.14,False,False
booking_00477,TKT757505,user_013,3,1500,credit_card,2024-06-01 00:00:00,87.87.199.99,False,False
booking_00478,TKT772806,user_037,2,1000,credit_card,2024-11-02 00:00:00,133.224.51.55,False,False
booking_00479,TKT344384,user_009,2,1000,debit_card,2024-09-22 00:00:00,239.11.160.132,False,False
booking_00480,TKT358238,user_034,2,1000,debit_card,2023-03-20 00:00:00,233.237.31.92,False,False
booking_00481,TKT182136,user_041,3,1500,paypal,2025-04-26 00:00:00,42.20.50.190,False,False
booking_00482,TKT701300,user_035,4,2000,credit_card,2025-03-31 00:00:00,65.137.106.57,False,False
booking_00483,TKT476279,user_029,2,1000,paypal,2023-03-09 00:00:00,36.64.24.67,False,False
booking_00484,TKT565553,user_004,3,1500,paypal,2024-07-04 00:00:00,203.82.190.58,False,False
booking_00485,TKT377834,user_006,1,500,credit_card,2024-04-06 00:00:00,120.226.181.99,False,False
booking_00486,TKT423399,user_043,3,1500,paypal,2024-02-10 00:00:00,136.102.211.49,False,False
booking_00487,TKT732343,user_041,2,1000,paypal,2024-08-03 00:00:00,42.20.50.190,False,False
booking_00488,TKT670347,user_044,12,6000,debit_card,2024-10-24 01:10:00,16.54.221.123,False,True
booking_00489,TKT935098,user_047,17,8500,credit_card,2023-10-10 00:00:00,94.82.187.14,False,True
booking_00490,TKT466536,user_012,2,1000,paypal,2023-01-14 00:00:00,29.243.200.30,False,False
booking_00491,TKT365031,user_020,3,1500,credit_card,2025-01-05 00:00:00,209.65.46.160,False,False
booking_00492,TKT525838,user_036,19,9500,paypal,2023-06-23 02:24:00,43.100.135.241,False,True
booking_00493,TKT006288,user_049,4,2000,debit_card,2023-11-12 00:00:00,137.137.106.244,False,False
booking_00494,TKT093426,user_014,3,1500,credit_card,2023-09-28 00:00:00,25.159.61.209,False,False
booking_00495,TKT356331,user_041,19,9500,credit_card,2024-12-09 02:31:00,15.85.186.231,False,True
booking_00496,TKT570965,user_014,1,500,paypal,2023-02-23 00:00:00,25.159.61.209,False,False
booking_00497,TKT107488,user_048,3,1500,credit_card,2025-04-10 00:00:00,49.115.0.28,False,False
booking_00498,TKT957945,user_016,14,7000,paypal,2023-08-27 03:43:00,209.109.195.77,True,True
booking_00499,TKT379666,user_005,2,1000,credit_card,2024-10-11 00:00:00,93.157.140.191,True,False
